Name,Category,Attribute,OEC value,EU value,NASA value,source
Kepler-1185,star,Metallicity [Fe/H] errorplus,0.09,0.092,,Kepler-1185.xml
Kepler-1185,star,Temperature [K] errorminus,58.8,58.78,,Kepler-1185.xml
Kepler-1186,star,Metallicity [Fe/H] errorminus,0.17,0.172,,Kepler-1186.xml
Kepler-1186,star,Metallicity [Fe/H] errorplus,0.14,0.138,,Kepler-1186.xml
Kepler-1186,star,Temperature [K] errorminus,72.3,72.34,,Kepler-1186.xml
Kepler-1186,star,Temperature [K] errorplus,68.4,68.42,,Kepler-1186.xml
Kepler-1187,star,Metallicity [Fe/H] errorminus,0.17,0.171,,Kepler-1187.xml
Kepler-1187,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1187.xml
Kepler-1187,star,Temperature [K] errorminus,129.1,129.11,,Kepler-1187.xml
Kepler-1188,star,Metallicity [Fe/H] errorminus,0.20,0.195,,Kepler-1188.xml
Kepler-1188,star,Temperature [K] errorminus,106.8,106.82,,Kepler-1188.xml
Kepler-1189,star,Metallicity [Fe/H] errorminus,0.14,0.142,,Kepler-1189.xml
Kepler-1189,star,Metallicity [Fe/H] errorplus,0.14,0.143,,Kepler-1189.xml
Kepler-1189,star,Temperature [K] errorminus,184.7,184.74,,Kepler-1189.xml
Kepler-1189,star,Temperature [K] errorplus,122.0,121.95,,Kepler-1189.xml
Kepler-119,star,Radius [RSun],0.839,0.84,,Kepler-119.xml
Kepler-119,star,Radius [RSun] errorminus,.319,0.32,,Kepler-119.xml
Kepler-119,star,Radius [RSun] errorplus,0.319,0.32,,Kepler-119.xml
Kepler-1190,star,Metallicity [Fe/H] errorminus,0.16,0.161,,Kepler-1190.xml
Kepler-1190,star,Metallicity [Fe/H] errorplus,0.15,0.149,,Kepler-1190.xml
Kepler-1190,star,Temperature [K] errorminus,39.6,39.65,,Kepler-1190.xml
Kepler-1190,star,Temperature [K] errorplus,40.0,39.96,,Kepler-1190.xml
Kepler-1191,star,Metallicity [Fe/H] errorminus,0.18,0.182,,Kepler-1191.xml
Kepler-1191,star,Metallicity [Fe/H] errorplus,0.16,0.157,,Kepler-1191.xml
Kepler-1191,star,Temperature [K] errorminus,83.3,83.33,,Kepler-1191.xml
Kepler-1191,star,Temperature [K] errorplus,107.8,107.78,,Kepler-1191.xml
Kepler-1192,star,Metallicity [Fe/H] errorminus,0.20,0.199,,Kepler-1192.xml
Kepler-1192,star,Metallicity [Fe/H] errorplus,0.19,0.187,,Kepler-1192.xml
Kepler-1192,star,Temperature [K] errorminus,57.2,57.17,,Kepler-1192.xml
Kepler-1192,star,Temperature [K] errorplus,67.2,67.15,,Kepler-1192.xml
Kepler-1193,star,Metallicity [Fe/H] errorminus,0.08,0.076,,Kepler-1193.xml
Kepler-1193,star,Metallicity [Fe/H] errorplus,0.07,0.074,,Kepler-1193.xml
Kepler-1193,star,Temperature [K] errorminus,61.1,61.06,,Kepler-1193.xml
Kepler-1193,star,Temperature [K] errorplus,75.0,75.02,,Kepler-1193.xml
Kepler-1194,star,Metallicity [Fe/H] errorminus,0.10,0.105,,Kepler-1194.xml
Kepler-1194,star,Metallicity [Fe/H] errorplus,0.10,0.104,,Kepler-1194.xml
Kepler-1194,star,Temperature [K] errorminus,79.8,79.79,,Kepler-1194.xml
Kepler-1194,star,Temperature [K] errorplus,97.1,97.14,,Kepler-1194.xml
Kepler-1195,star,Metallicity [Fe/H] errorminus,0.21,0.212,,Kepler-1195.xml
Kepler-1195,star,Metallicity [Fe/H] errorplus,0.19,0.194,,Kepler-1195.xml
Kepler-1195,star,Temperature [K] errorminus,80.2,80.25,,Kepler-1195.xml
Kepler-1195,star,Temperature [K] errorplus,111.3,111.27,,Kepler-1195.xml
Kepler-1196,star,Metallicity [Fe/H] errorminus,0.17,0.166,,Kepler-1196.xml
Kepler-1196,star,Temperature [K] errorplus,129.4,129.38,,Kepler-1196.xml
Kepler-1197,star,Metallicity [Fe/H] errorminus,0.10,0.097,,Kepler-1197.xml
Kepler-1197,star,Metallicity [Fe/H] errorplus,0.10,0.099,,Kepler-1197.xml
Kepler-1197,star,Temperature [K] errorminus,50.9,50.89,,Kepler-1197.xml
Kepler-1197,star,Temperature [K] errorplus,63.3,63.31,,Kepler-1197.xml
Kepler-1198,star,Metallicity [Fe/H] errorminus,0.17,0.171,,Kepler-1198.xml
Kepler-1198,star,Metallicity [Fe/H] errorplus,0.16,0.157,,Kepler-1198.xml
Kepler-1198,star,Temperature [K] errorminus,98.5,98.45,,Kepler-1198.xml
Kepler-1198,star,Temperature [K] errorplus,80.3,80.26,,Kepler-1198.xml
Kepler-1199,star,Metallicity [Fe/H] errorminus,0.13,0.128,,Kepler-1199.xml
Kepler-1199,star,Metallicity [Fe/H] errorplus,0.12,0.116,,Kepler-1199.xml
Kepler-1199,star,Temperature [K] errorminus,64.9,64.89,,Kepler-1199.xml
Kepler-1199,star,Temperature [K] errorplus,84.3,84.29,,Kepler-1199.xml
Kepler-12,star,Mass [MSun],1.09,1.166,,Kepler-12.xml
Kepler-12,star,Mass [MSun] errorminus,0.09,0.054,,Kepler-12.xml
Kepler-12,star,Mass [MSun] errorplus,0.13,0.054,,Kepler-12.xml
Kepler-12,star,Radius [RSun],1.42,1.483,,Kepler-12.xml
Kepler-12,star,Radius [RSun] errorminus,0.24,0.029,,Kepler-12.xml
Kepler-12,star,Radius [RSun] errorplus,0.30,0.029,,Kepler-12.xml
Kepler-12,star,Metallicity [Fe/H],0.08,0.07,,Kepler-12.xml
Kepler-12,star,Metallicity [Fe/H] errorminus,0.14,0.04,,Kepler-12.xml
Kepler-12,star,Metallicity [Fe/H] errorplus,0.13,0.04,,Kepler-12.xml
Kepler-12,star,Temperature [K],5953,5947.0,,Kepler-12.xml
Kepler-12,star,Temperature [K] errorminus,123,100.0,,Kepler-12.xml
Kepler-12,star,Temperature [K] errorplus,105,100.0,,Kepler-12.xml
Kepler-120,star,Radius [RSun],0.534,0.53,,Kepler-120.xml
Kepler-120,star,Radius [RSun] errorminus,.028,0.03,,Kepler-120.xml
Kepler-120,star,Radius [RSun] errorplus,0.028,0.03,,Kepler-120.xml
Kepler-120,star,Temperature [K] errorminus,50,150.0,,Kepler-120.xml
Kepler-1200,star,Metallicity [Fe/H] errorminus,0.20,0.196,,Kepler-1200.xml
Kepler-1200,star,Metallicity [Fe/H] errorplus,0.16,0.156,,Kepler-1200.xml
Kepler-1200,star,Temperature [K] errorminus,140.0,139.97,,Kepler-1200.xml
Kepler-1200,star,Temperature [K] errorplus,101.0,101.02,,Kepler-1200.xml
Kepler-1201,star,Metallicity [Fe/H] errorminus,0.17,0.167,,Kepler-1201.xml
Kepler-1201,star,Metallicity [Fe/H] errorplus,0.13,0.131,,Kepler-1201.xml
Kepler-1201,star,Temperature [K] errorminus,232.3,232.29,,Kepler-1201.xml
Kepler-1202,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1202.xml
Kepler-1202,star,Temperature [K] errorminus,131.5,131.48,,Kepler-1202.xml
Kepler-1202,star,Temperature [K] errorplus,81.0,80.98,,Kepler-1202.xml
Kepler-1203,star,Metallicity [Fe/H] errorminus,0.09,0.088,,Kepler-1203.xml
Kepler-1203,star,Metallicity [Fe/H] errorplus,0.09,0.092,,Kepler-1203.xml
Kepler-1203,star,Temperature [K] errorminus,35.8,35.84,,Kepler-1203.xml
Kepler-1204,star,Metallicity [Fe/H] errorminus,0.14,0.145,,Kepler-1204.xml
Kepler-1204,star,Metallicity [Fe/H] errorplus,0.13,0.127,,Kepler-1204.xml
Kepler-1204,star,Temperature [K] errorminus,121.1,121.08,,Kepler-1204.xml
Kepler-1204,star,Temperature [K] errorplus,88.4,88.38,,Kepler-1204.xml
Kepler-1205,star,Metallicity [Fe/H] errorminus,0.17,0.165,,Kepler-1205.xml
Kepler-1205,star,Metallicity [Fe/H] errorplus,0.16,0.162,,Kepler-1205.xml
Kepler-1205,star,Temperature [K] errorminus,71.3,71.27,,Kepler-1205.xml
Kepler-1205,star,Temperature [K] errorplus,84.8,84.83,,Kepler-1205.xml
Kepler-1206,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1206.xml
Kepler-1206,star,Temperature [K] errorminus,79.6,79.61,,Kepler-1206.xml
Kepler-1206,star,Temperature [K] errorplus,55.2,55.23,,Kepler-1206.xml
Kepler-1207,star,Metallicity [Fe/H] errorminus,0.15,0.155,,Kepler-1207.xml
Kepler-1207,star,Metallicity [Fe/H] errorplus,0.14,0.145,,Kepler-1207.xml
Kepler-1207,star,Temperature [K] errorminus,99.9,99.94,,Kepler-1207.xml
Kepler-1207,star,Temperature [K] errorplus,88.3,88.29,,Kepler-1207.xml
Kepler-1208,star,Metallicity [Fe/H] errorminus,0.17,0.173,,Kepler-1208.xml
Kepler-1208,star,Metallicity [Fe/H] errorplus,0.15,0.148,,Kepler-1208.xml
Kepler-1208,star,Temperature [K] errorminus,108.6,108.59,,Kepler-1208.xml
Kepler-1208,star,Temperature [K] errorplus,110.9,110.88,,Kepler-1208.xml
Kepler-1209,star,Metallicity [Fe/H] errorplus,0.09,0.085,,Kepler-1209.xml
Kepler-1209,star,Temperature [K] errorminus,59.1,59.14,,Kepler-1209.xml
Kepler-1209,star,Temperature [K] errorplus,71.2,71.25,,Kepler-1209.xml
Kepler-121,star,Radius [RSun],0.701,0.7,,Kepler-121.xml
Kepler-1210,star,Metallicity [Fe/H] errorminus,0.17,0.166,,Kepler-1210.xml
Kepler-1210,star,Metallicity [Fe/H] errorplus,0.14,0.138,,Kepler-1210.xml
Kepler-1210,star,Temperature [K] errorminus,91.6,91.62,,Kepler-1210.xml
Kepler-1210,star,Temperature [K] errorplus,67.2,67.19,,Kepler-1210.xml
Kepler-1211,star,Metallicity [Fe/H] errorminus,0.19,0.194,,Kepler-1211.xml
Kepler-1211,star,Metallicity [Fe/H] errorplus,0.17,0.165,,Kepler-1211.xml
Kepler-1211,star,Temperature [K] errorminus,77.7,77.68,,Kepler-1211.xml
Kepler-1211,star,Temperature [K] errorplus,123.2,123.21,,Kepler-1211.xml
Kepler-1212,star,Metallicity [Fe/H] errorminus,0.15,0.151,,Kepler-1212.xml
Kepler-1212,star,Metallicity [Fe/H] errorplus,0.13,0.134,,Kepler-1212.xml
Kepler-1212,star,Temperature [K] errorplus,144.8,144.84,,Kepler-1212.xml
Kepler-1213,star,Metallicity [Fe/H] errorminus,0.08,0.083,,Kepler-1213.xml
Kepler-1213,star,Metallicity [Fe/H] errorplus,0.08,0.076,,Kepler-1213.xml
Kepler-1213,star,Temperature [K] errorminus,81.7,81.73,,Kepler-1213.xml
Kepler-1213,star,Temperature [K] errorplus,74.6,74.56,,Kepler-1213.xml
Kepler-1214,star,Metallicity [Fe/H] errorminus,0.15,0.146,,Kepler-1214.xml
Kepler-1214,star,Metallicity [Fe/H] errorplus,0.15,0.155,,Kepler-1214.xml
Kepler-1214,star,Temperature [K] errorminus,48.0,47.96,,Kepler-1214.xml
Kepler-1214,star,Temperature [K] errorplus,48.2,48.18,,Kepler-1214.xml
Kepler-1215,star,Metallicity [Fe/H] errorplus,0.14,0.139,,Kepler-1215.xml
Kepler-1215,star,Temperature [K] errorminus,130.1,130.14,,Kepler-1215.xml
Kepler-1215,star,Temperature [K] errorplus,92.6,92.62,,Kepler-1215.xml
Kepler-1216,star,Metallicity [Fe/H] errorminus,0.16,0.158,,Kepler-1216.xml
Kepler-1216,star,Temperature [K] errorminus,78.0,77.97,,Kepler-1216.xml
Kepler-1216,star,Temperature [K] errorplus,73.7,73.65,,Kepler-1216.xml
Kepler-1217,star,Metallicity [Fe/H] errorminus,0.16,0.162,,Kepler-1217.xml
Kepler-1217,star,Metallicity [Fe/H] errorplus,0.14,0.144,,Kepler-1217.xml
Kepler-1217,star,Temperature [K] errorminus,103.7,103.67,,Kepler-1217.xml
Kepler-1217,star,Temperature [K] errorplus,82.9,82.88,,Kepler-1217.xml
Kepler-1218,star,Metallicity [Fe/H] errorminus,0.11,0.111,,Kepler-1218.xml
Kepler-1218,star,Temperature [K] errorminus,76.6,76.59,,Kepler-1218.xml
Kepler-1218,star,Temperature [K] errorplus,91.3,91.33,,Kepler-1218.xml
Kepler-1219,star,Metallicity [Fe/H] errorminus,0.09,0.085,,Kepler-1219.xml
Kepler-1219,star,Metallicity [Fe/H] errorplus,0.14,0.136,,Kepler-1219.xml
Kepler-1219,star,Temperature [K] errorminus,81.7,81.66,,Kepler-1219.xml
Kepler-1219,star,Temperature [K] errorplus,91.3,91.26,,Kepler-1219.xml
Kepler-122,star,Mass [MSun],1.0700,0.99,,Kepler-122.xml
Kepler-122,star,Radius [RSun],1.216,1.22,,Kepler-122.xml
Kepler-122,star,Radius [RSun] errorminus,0.239,0.24,,Kepler-122.xml
Kepler-122,star,Radius [RSun] errorplus,0.239,0.24,,Kepler-122.xml
Kepler-122,star,Temperature [K] errorminus,37,137.0,,Kepler-122.xml
Kepler-1220,star,Metallicity [Fe/H] errorminus,0.18,0.182,,Kepler-1220.xml
Kepler-1220,star,Metallicity [Fe/H] errorplus,0.14,0.145,,Kepler-1220.xml
Kepler-1220,star,Temperature [K] errorminus,266.3,266.34,,Kepler-1220.xml
Kepler-1220,star,Temperature [K] errorplus,246.4,246.43,,Kepler-1220.xml
Kepler-1221,star,Metallicity [Fe/H] errorminus,0.16,0.163,,Kepler-1221.xml
Kepler-1221,star,Metallicity [Fe/H] errorplus,0.16,0.156,,Kepler-1221.xml
Kepler-1221,star,Temperature [K] errorminus,51.5,51.51,,Kepler-1221.xml
Kepler-1222,star,Metallicity [Fe/H] errorminus,0.18,0.176,,Kepler-1222.xml
Kepler-1222,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1222.xml
Kepler-1222,star,Temperature [K] errorminus,82.3,82.33,,Kepler-1222.xml
Kepler-1223,star,Metallicity [Fe/H] errorminus,0.17,0.166,,Kepler-1223.xml
Kepler-1223,star,Metallicity [Fe/H] errorplus,0.16,0.164,,Kepler-1223.xml
Kepler-1223,star,Temperature [K] errorminus,52.2,52.19,,Kepler-1223.xml
Kepler-1223,star,Temperature [K] errorplus,49.9,49.87,,Kepler-1223.xml
Kepler-1224,star,Metallicity [Fe/H] errorminus,0.08,0.082,,Kepler-1224.xml
Kepler-1224,star,Metallicity [Fe/H] errorplus,0.08,0.081,,Kepler-1224.xml
Kepler-1224,star,Temperature [K] errorminus,56.7,56.71,,Kepler-1224.xml
Kepler-1224,star,Temperature [K] errorplus,64.8,64.75,,Kepler-1224.xml
Kepler-1225,star,Metallicity [Fe/H] errorminus,0.18,0.185,,Kepler-1225.xml
Kepler-1225,star,Metallicity [Fe/H] errorplus,0.14,0.136,,Kepler-1225.xml
Kepler-1226,star,Metallicity [Fe/H] errorminus,0.20,0.205,,Kepler-1226.xml
Kepler-1226,star,Metallicity [Fe/H] errorplus,0.16,0.159,,Kepler-1226.xml
Kepler-1226,star,Temperature [K] errorminus,124.2,124.19,,Kepler-1226.xml
Kepler-1226,star,Temperature [K] errorplus,147.6,147.56,,Kepler-1226.xml
Kepler-1227,star,Metallicity [Fe/H] errorminus,0.19,0.188,,Kepler-1227.xml
Kepler-1227,star,Metallicity [Fe/H] errorplus,0.14,0.144,,Kepler-1227.xml
Kepler-1227,star,Temperature [K] errorminus,151.1,151.11,,Kepler-1227.xml
Kepler-1227,star,Temperature [K] errorplus,108.4,108.41,,Kepler-1227.xml
Kepler-1228,star,Metallicity [Fe/H] errorminus,0.25,0.248,,Kepler-1228.xml
Kepler-1228,star,Metallicity [Fe/H] errorplus,0.18,0.179,,Kepler-1228.xml
Kepler-1228,star,Temperature [K] errorminus,81.2,81.19,,Kepler-1228.xml
Kepler-1228,star,Temperature [K] errorplus,94.8,94.76,,Kepler-1228.xml
Kepler-1229,star,Metallicity [Fe/H] errorminus,0.11,0.109,,Kepler-1229.xml
Kepler-1229,star,Metallicity [Fe/H] errorplus,0.09,0.086,,Kepler-1229.xml
Kepler-1229,star,Temperature [K] errorminus,38.6,38.61,,Kepler-1229.xml
Kepler-1229,star,Temperature [K] errorplus,38.9,38.88,,Kepler-1229.xml
Kepler-123,star,Radius [RSun],1.264,1.26,,Kepler-123.xml
Kepler-123,star,Radius [RSun] errorminus,.243,0.24,,Kepler-123.xml
Kepler-123,star,Radius [RSun] errorplus,0.243,0.24,,Kepler-123.xml
Kepler-123,star,Temperature [K] errorminus,21,121.0,,Kepler-123.xml
Kepler-1230,star,Metallicity [Fe/H] errorminus,0.15,0.153,,Kepler-1230.xml
Kepler-1230,star,Metallicity [Fe/H] errorplus,0.14,0.143,,Kepler-1230.xml
Kepler-1230,star,Temperature [K] errorminus,116.2,116.25,,Kepler-1230.xml
Kepler-1230,star,Temperature [K] errorplus,134.0,134.01,,Kepler-1230.xml
Kepler-1231,star,Metallicity [Fe/H] errorminus,0.15,0.152,,Kepler-1231.xml
Kepler-1231,star,Metallicity [Fe/H] errorplus,0.15,0.151,,Kepler-1231.xml
Kepler-1231,star,Temperature [K] errorplus,80.3,80.33,,Kepler-1231.xml
Kepler-1232,star,Metallicity [Fe/H] errorminus,0.15,0.154,,Kepler-1232.xml
Kepler-1232,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1232.xml
Kepler-1232,star,Temperature [K] errorplus,75.3,75.31,,Kepler-1232.xml
Kepler-1233,star,Metallicity [Fe/H] errorminus,0.16,0.161,,Kepler-1233.xml
Kepler-1233,star,Metallicity [Fe/H] errorplus,0.13,0.128,,Kepler-1233.xml
Kepler-1233,star,Temperature [K] errorminus,168.5,168.47,,Kepler-1233.xml
Kepler-1233,star,Temperature [K] errorplus,139.1,139.13,,Kepler-1233.xml
Kepler-1234,star,Metallicity [Fe/H] errorminus,0.16,0.158,,Kepler-1234.xml
Kepler-1234,star,Metallicity [Fe/H] errorplus,0.14,0.143,,Kepler-1234.xml
Kepler-1234,star,Temperature [K] errorminus,63.0,63.05,,Kepler-1234.xml
Kepler-1235,star,Metallicity [Fe/H] errorminus,0.17,0.173,,Kepler-1235.xml
Kepler-1235,star,Metallicity [Fe/H] errorplus,0.14,0.145,,Kepler-1235.xml
Kepler-1235,star,Temperature [K] errorminus,83.3,83.29,,Kepler-1235.xml
Kepler-1235,star,Temperature [K] errorplus,78.9,78.94,,Kepler-1235.xml
Kepler-1236,star,Metallicity [Fe/H] errorminus,0.17,0.174,,Kepler-1236.xml
Kepler-1236,star,Metallicity [Fe/H] errorplus,0.15,0.154,,Kepler-1236.xml
Kepler-1236,star,Temperature [K] errorplus,156.0,155.96,,Kepler-1236.xml
Kepler-1237,star,Metallicity [Fe/H] errorminus,0.16,0.158,,Kepler-1237.xml
Kepler-1237,star,Metallicity [Fe/H] errorplus,0.16,0.159,,Kepler-1237.xml
Kepler-1237,star,Temperature [K] errorplus,73.6,73.56,,Kepler-1237.xml
Kepler-1238,star,Metallicity [Fe/H] errorminus,0.14,0.144,,Kepler-1238.xml
Kepler-1238,star,Temperature [K] errorminus,299.5,299.46,,Kepler-1238.xml
Kepler-1238,star,Temperature [K] errorplus,341.3,341.26,,Kepler-1238.xml
Kepler-1239,star,Metallicity [Fe/H] errorminus,0.17,0.172,,Kepler-1239.xml
Kepler-1239,star,Metallicity [Fe/H] errorplus,0.13,0.129,,Kepler-1239.xml
Kepler-1239,star,Temperature [K] errorminus,198.4,198.42,,Kepler-1239.xml
Kepler-1239,star,Temperature [K] errorplus,153.5,153.47,,Kepler-1239.xml
Kepler-124,star,Radius [RSun],0.636,0.64,,Kepler-124.xml
Kepler-1240,star,Metallicity [Fe/H] errorminus,0.16,0.159,,Kepler-1240.xml
Kepler-1240,star,Metallicity [Fe/H] errorplus,0.14,0.138,,Kepler-1240.xml
Kepler-1240,star,Temperature [K] errorplus,103.3,103.27,,Kepler-1240.xml
Kepler-1241,star,Metallicity [Fe/H] errorminus,0.18,0.185,,Kepler-1241.xml
Kepler-1241,star,Metallicity [Fe/H] errorplus,0.15,0.153,,Kepler-1241.xml
Kepler-1241,star,Temperature [K] errorminus,119.8,119.79,,Kepler-1241.xml
Kepler-1241,star,Temperature [K] errorplus,180.7,180.72,,Kepler-1241.xml
Kepler-1242,star,Metallicity [Fe/H] errorminus,0.17,0.169,,Kepler-1242.xml
Kepler-1242,star,Metallicity [Fe/H] errorplus,0.13,0.129,,Kepler-1242.xml
Kepler-1242,star,Temperature [K] errorminus,57.6,57.56,,Kepler-1242.xml
Kepler-1242,star,Temperature [K] errorplus,84.6,84.63,,Kepler-1242.xml
Kepler-1243,star,Metallicity [Fe/H] errorminus,0.17,0.168,,Kepler-1243.xml
Kepler-1243,star,Metallicity [Fe/H] errorplus,0.14,0.135,,Kepler-1243.xml
Kepler-1243,star,Temperature [K] errorminus,139.8,139.83,,Kepler-1243.xml
Kepler-1243,star,Temperature [K] errorplus,113.9,113.87,,Kepler-1243.xml
Kepler-1244,star,Metallicity [Fe/H] errorminus,0.17,0.165,,Kepler-1244.xml
Kepler-1244,star,Metallicity [Fe/H] errorplus,0.14,0.143,,Kepler-1244.xml
Kepler-1244,star,Temperature [K] errorminus,106.3,106.27,,Kepler-1244.xml
Kepler-1245,star,Metallicity [Fe/H] errorplus,0.14,0.143,,Kepler-1245.xml
Kepler-1245,star,Temperature [K] errorminus,102.0,101.98,,Kepler-1245.xml
Kepler-1245,star,Temperature [K] errorplus,77.5,77.49,,Kepler-1245.xml
Kepler-1246,star,Metallicity [Fe/H] errorminus,0.16,0.163,,Kepler-1246.xml
Kepler-1246,star,Metallicity [Fe/H] errorplus,0.16,0.158,,Kepler-1246.xml
Kepler-1246,star,Temperature [K] errorminus,51.3,51.31,,Kepler-1246.xml
Kepler-1246,star,Temperature [K] errorplus,49.7,49.69,,Kepler-1246.xml
Kepler-1247,star,Metallicity [Fe/H] errorminus,0.16,0.156,,Kepler-1247.xml
Kepler-1247,star,Metallicity [Fe/H] errorplus,0.14,0.141,,Kepler-1247.xml
Kepler-1247,star,Temperature [K] errorminus,112.6,112.59,,Kepler-1247.xml
Kepler-1247,star,Temperature [K] errorplus,116.5,116.55,,Kepler-1247.xml
Kepler-1248,star,Metallicity [Fe/H] errorminus,0.08,0.077,,Kepler-1248.xml
Kepler-1248,star,Metallicity [Fe/H] errorplus,0.07,0.075,,Kepler-1248.xml
Kepler-1248,star,Temperature [K] errorplus,83.2,83.25,,Kepler-1248.xml
Kepler-1249,star,Metallicity [Fe/H] errorminus,0.15,0.153,,Kepler-1249.xml
Kepler-1249,star,Metallicity [Fe/H] errorplus,0.13,0.131,,Kepler-1249.xml
Kepler-1249,star,Temperature [K] errorminus,201.7,201.72,,Kepler-1249.xml
Kepler-1249,star,Temperature [K] errorplus,133.6,133.62,,Kepler-1249.xml
Kepler-125,star,Mass [MSun],0.5370,0.55,,Kepler-125.xml
Kepler-125,star,Radius [RSun],0.512,0.51,,Kepler-125.xml
Kepler-125,star,Radius [RSun] errorminus,.021,0.02,,Kepler-125.xml
Kepler-125,star,Radius [RSun] errorplus,0.021,0.02,,Kepler-125.xml
Kepler-125,star,Temperature [K] errorminus,50,150.0,,Kepler-125.xml
Kepler-1250,star,Metallicity [Fe/H] errorminus,0.18,0.178,,Kepler-1250.xml
Kepler-1250,star,Metallicity [Fe/H] errorplus,0.14,0.139,,Kepler-1250.xml
Kepler-1250,star,Temperature [K] errorminus,82.5,82.51,,Kepler-1250.xml
Kepler-1250,star,Temperature [K] errorplus,71.4,71.36,,Kepler-1250.xml
Kepler-1251,star,Metallicity [Fe/H] errorminus,0.18,0.177,,Kepler-1251.xml
Kepler-1251,star,Metallicity [Fe/H] errorplus,0.15,0.148,,Kepler-1251.xml
Kepler-1251,star,Temperature [K] errorminus,95.2,95.15,,Kepler-1251.xml
Kepler-1251,star,Temperature [K] errorplus,85.5,85.54,,Kepler-1251.xml
Kepler-1252,star,Metallicity [Fe/H] errorminus,0.16,0.161,,Kepler-1252.xml
Kepler-1252,star,Metallicity [Fe/H] errorplus,0.14,0.137,,Kepler-1252.xml
Kepler-1252,star,Temperature [K] errorminus,218.4,218.38,,Kepler-1252.xml
Kepler-1253,star,Metallicity [Fe/H] errorminus,0.14,0.145,,Kepler-1253.xml
Kepler-1253,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1253.xml
Kepler-1253,star,Temperature [K] errorminus,56.4,56.44,,Kepler-1253.xml
Kepler-1253,star,Temperature [K] errorplus,65.9,65.89,,Kepler-1253.xml
Kepler-1254,star,Metallicity [Fe/H] errorminus,0.20,0.203,,Kepler-1254.xml
Kepler-1254,star,Metallicity [Fe/H] errorplus,0.15,0.149,,Kepler-1254.xml
Kepler-1254,star,Temperature [K] errorminus,45.0,45.04,,Kepler-1254.xml
Kepler-1255,star,Metallicity [Fe/H] errorminus,0.16,0.161,,Kepler-1255.xml
Kepler-1255,star,Metallicity [Fe/H] errorplus,0.13,0.133,,Kepler-1255.xml
Kepler-1255,star,Temperature [K] errorminus,186.8,186.81,,Kepler-1255.xml
Kepler-1255,star,Temperature [K] errorplus,134.7,134.73,,Kepler-1255.xml
Kepler-1256,star,Metallicity [Fe/H] errorminus,0.08,0.077,,Kepler-1256.xml
Kepler-1256,star,Metallicity [Fe/H] errorplus,0.09,0.092,,Kepler-1256.xml
Kepler-1256,star,Temperature [K] errorminus,69.3,69.29,,Kepler-1256.xml
Kepler-1256,star,Temperature [K] errorplus,67.9,67.94,,Kepler-1256.xml
Kepler-1257,star,Metallicity [Fe/H] errorminus,0.18,0.177,,Kepler-1257.xml
Kepler-1257,star,Metallicity [Fe/H] errorplus,0.15,0.147,,Kepler-1257.xml
Kepler-1257,star,Temperature [K] errorminus,93.9,93.92,,Kepler-1257.xml
Kepler-1257,star,Temperature [K] errorplus,168.3,168.32,,Kepler-1257.xml
Kepler-1258,star,Metallicity [Fe/H] errorminus,0.18,0.182,,Kepler-1258.xml
Kepler-1258,star,Metallicity [Fe/H] errorplus,0.14,0.145,,Kepler-1258.xml
Kepler-1258,star,Temperature [K] errorminus,73.5,73.45,,Kepler-1258.xml
Kepler-1258,star,Temperature [K] errorplus,79.2,79.16,,Kepler-1258.xml
Kepler-1259,star,Metallicity [Fe/H] errorminus,0.17,0.169,,Kepler-1259.xml
Kepler-1259,star,Metallicity [Fe/H] errorplus,0.14,0.144,,Kepler-1259.xml
Kepler-1259,star,Temperature [K] errorminus,67.6,67.62,,Kepler-1259.xml
Kepler-1259,star,Temperature [K] errorplus,113.6,113.64,,Kepler-1259.xml
Kepler-126,star,Radius [RSun],1.358,1.36,,Kepler-126.xml
Kepler-126,star,Radius [RSun] errorminus,0.024,0.02,,Kepler-126.xml
Kepler-126,star,Radius [RSun] errorplus,0.024,0.02,,Kepler-126.xml
Kepler-1260,star,Metallicity [Fe/H] errorminus,0.18,0.183,,Kepler-1260.xml
Kepler-1260,star,Metallicity [Fe/H] errorplus,0.14,0.136,,Kepler-1260.xml
Kepler-1260,star,Temperature [K] errorminus,192.5,192.48,,Kepler-1260.xml
Kepler-1260,star,Temperature [K] errorplus,131.6,131.56,,Kepler-1260.xml
Kepler-1261,star,Temperature [K] errorminus,44.5,44.49,,Kepler-1261.xml
Kepler-1261,star,Temperature [K] errorplus,48.3,48.34,,Kepler-1261.xml
Kepler-1262,star,Metallicity [Fe/H] errorminus,0.18,0.182,,Kepler-1262.xml
Kepler-1262,star,Metallicity [Fe/H] errorplus,0.14,0.139,,Kepler-1262.xml
Kepler-1262,star,Temperature [K] errorminus,103.4,103.42,,Kepler-1262.xml
Kepler-1262,star,Temperature [K] errorplus,101.7,101.71,,Kepler-1262.xml
Kepler-1263,star,Metallicity [Fe/H] errorplus,0.16,0.157,,Kepler-1263.xml
Kepler-1263,star,Temperature [K] errorminus,74.4,74.37,,Kepler-1263.xml
